,text,offensive
2166,jackson steps back slight blushing sebastian took towel ssebastian~,0
2167,take another l fantasy basketball im playing one throwing towel rest season,0
2168,liam one towel look like immaculate adonis,0
2169,video shows cop shooting unarmed injured dui suspect later died officer face charges,0
2170,sdpd officer involved deadly shooting unarmed man told investigators thought suspect going stab,0
2171,declines investigate unarmed,0
2172,would challenge battle wits see unarmed,0
2173,killed officer browder,0
2174,offduty nypd cop ran help calls actions unarmed securityguard heroic taking armed mall robber,0
2175,„ ¢a€ “ carsonfellis people keep mind yet still small percentage unarmed,0
2176,youd probably type cop shoots unarmed black people huh yeah probably brother trash „ ¢aˆa›a „ ¢aˆa›a „ ¢aˆa›,0
2177,police mishandled investigation officers fatal shooting unarmed teen says report,0
2178,isnt hearing feared life shot unarmed suspect 9 times,0
2179,uk police likely shoot unarmed civilian armed terrorist look statistics,0
2180,unarmed killings unarmed blacks today u think might problem,0
2181,400 blacks killed police last year ~30 actually unarmed,0
2182,unarmed security guard woodland,0
2183,combat position dont worry theyre unarmed reveal military secrets im dying,0
2184,dashcam video shows police officer shooting andrew thomas unarmed climbing overturned car,0
2185,african union silent ethiopiaa a€ ” aˆs murder spree unarmed oromo students,0
2186,music tiwa savage a€ ” a€ “ standing ovation ft olamide love hard ft 2face official version a€ ” austan,0
2187,know christmas band aid 1984 version auaa™ae,0
2188,fair enough swirl even contrast first version,0
2189,play bowling king,0
2190,fact see well little time new version better first half year,0
2191,best version media media sales executive baldwin ny,0
2192,facebook launch business version social networking service 2016,0
2193,many levels awesome johnny cash ive everywhere northern ireland version,0
2194,though heard somewhere activation code works downloaded mac version somewhere else,0
2195,shift launch version social net 2016 via,0
2196,best version media media sales executive north massapequa ny,0
2197,grave digger coming home karaoke version,0
2198,nhs choir done version,0
2199,looking last minute gift send kindle version movable feast worship six days,0
2200,thats referring thought brilliant like comedy version cilla bio cant wait film,0
2201,version live album waaaaaaaaaaaaaaaaaaaaaaay better studio one,0
2202,im listening favorite feat jeremih pandora,0
2203,acoustic version mean better original,0
2204,shall send,0
2205,really christmas beautiful version,0
2206,20 minute version documentary trappen tegen ptss wounded servicemen ride live life,0
2207,infinite f anime version „ ¢a€aa,0
2208,oh damn steam 66 sale sims 3 expansions though windows dont mac version,0
2209,qubed 10 device ios iphone category games price free version 10 itunesa a€ ”,0
2210,stages beautiful recently saw video performance wow version finishing hat exquisite,0
2211,think could fantastic version christmas carol feel like ghost christmas future would badass,0
2212,maxthon releases version 151,0
2213,version,0
2214,dads version,0
2215,facebook plans launch business version social networking service 2016,0
2216,ayane sakura voice acts japanese version league legends play champion rest time,0
2217,heres male version planets messiah go sleep one fun,0
2218,want christmas superfestive shazam version,0
2219,audia a€ ” aˆs next generation q5 get new rangetopping rs version 400,0
2220,microsoft windows 7 professional pro 32 bit full version amp upgrade sp1 new,0
2221,sorry hear order given delivery date check,0
2222,hey mac version dosee end month,0
2223,latest high wind reports past three hours,0
2224,watching film version second year play stupid,0
2225,launch business version social networking service 2016,0
2226,legend zelda maker wii u*screenshot gba version alttp*,0
2227,day get parking ticket need wallet cant find,0
2228,wallet friendly,0
2229,bought best friend steve madden makeup bag matching wallet makeup inside better send booty pics man,0
2230,left wallet danikas went get day found inside „ ¢a€aa „ ¢a€aa „ ¢a€aa „ ¢a€a,0
2231,698 coach campbell set leather eva beige bag purse wallet f26127 lot,0
2232,1 hour steam winter sale wallet empty,0
2233,forgot wallet home tooa „ ¢a€,0
2234,wallet never felt hollow,0
2235,usa new deals,0
2236,vote cruelty wallet never buy tickets movie,0
2237,birthday christmas eve sucks spend money gifts anyway wallet hurting,0
2238,yes mom left wallet homexmas shopping ruined money buy hot chocolate us still fun a€a « aa™aea „ ¢a€˜aˆi luv,0
2239,day 1 2 ticketlightstickdonationsmerchsfarefoodoxygentissuestearsfeelsmy wallet,0
2240,thank lord found wallet,0
2241,im hair salon amp everyone heels amp carrying designer bags amp im vans amp carrying vera bradley wallet keychain,0
2242,live blocks away fear wallet,0
2243,moat house destroying wallet,0
2244,get early bird wallet backing crowd funding campaign kickstartera a€ ”,0
2245,laughing face stand wallet leather phone cover case apple iphone 6 plus 55 bid nowa a€ ”,0
2246,owl print stand leather flip wallet cover case skin apple iphone 6 plus 55 bid nowa a€ ”,0
2247,money bank almost got robbed money wallet literally card,0
2248,easy 2pc set classic silver nickel color straight screw frames finishing touches diy clutchwallet,0
2249,went mall forgot wallet „ ¢a€a€ “ good though,0
2250,checking joint hertel dangerous place close housefor wallet stomach great,0
2251,rip wallet,0
2252,grainy leather travel wallet,0
2253,binaural asmr tapping a€ ” a€ “ scratching a€ ” a€ “ sticky wallet sounds a€ ” a€ “ whispering layered 3200end,0
2254,airbitz partners fold allows users buy gift cards inside wallet,0
2255,expresstechie january micromaxmobile phones native mobile wallet nandu79,0
2256,authentic louis vuitton amazon sarah boulogne 30 shoulder bag wallet set 9014js bid nowa a€ ”,0
2257,purse inside purse jake thats wallet,0
2258,im miss „ ¢a€a€œa „ ¢a€a€œa „ ¢a€a€œ heart without empty wallet waitsi,0
2259,yo girl sumn like wallet use shit done,1
2260,bought much makeup past month sephora macys must love „ ¢a€a© wallet hates tho,0
2261,maybe go shop work tonight ill remember bring wallet „ ¢a€a,0
2262,kiss walnut catch walletohh „ ¢a€aa „ ¢a€a,0
2263,awesome hides wallet credit cards,0
2264,free steam wallet codes updated 2015,0
2265,rip wallet steam winter sale,0
2266,youre checkout trying pay something 4 different currencies wallet „ ¢a¶a „ ¢a¶a „ ¢a¶a¥a „ ¢a¶a „ ¢a¶a „ ¢a¶a¨a „ ¢a¶a „ ¢a¶a™,0
2267,louis vuitton wallet showing,0
2268,things carries around time handphone mp3 camera hand cream perfume mirror wallet,0
2269,im sad check wallet makes happy,0
2270,mom called wetback,1
2271,thats ion let females nails dirty white wetback ass always rushing shit funny looking ass bitches,1
2272,know latino umbrella rain still wetback,1
2273,feel like couldve got called beanerwetback call duty one dudes,1
2274,thought made could play different console wetback,0
2275,outchea „ ¢a€ “ ac san francisco california,0
2276,lebron soft,0
2277,think cooking andres fact el paso way mexico boy wetback,1
2278,two toned shawdy,0
2279,picked ds black jordan 10s,0
2280,riverboat wetback name get str8,1
2281,walked super pissed fault ya dumb ass wetback bitch,1
2282,tortillasthats right,0
2283,eggs w ham bacon amp tortillas,0
2284,colonel richey crapper bassterds wetback youve got compensate gravimetric interference htginuprf1512222008,1
2285,u bouta cook,0
2286,nice,0
2287,found family big ass painting mission,1
2288,*focus english wetback,1
2289,timulated green door sf,0
2290,dont swim back country wetback,1
2291,slapping cabin fever 3 green door,0
2292,meet founder terrorist harlan carter shot 15yearold boy amp led operation wetback,0
2293,u cant say shlonged u say wetback racsist words wow says hell lot cnn,1
2294,anr7 wetback,0
2295,man,0
2296,wetback remain baffled a€ ” a€ ” a€œ fuck made barenaked ladies populara a€ ” au,1
2297,classic,0
2298,rip wetback,1
2299,loud wetback amateur working black work good pay,1
2300,dude dont even know like ughhhh,0
2301,got 9,0
2302,ya baby mama wiping wetback tissues „ ¢a „ ¢,0
2303,wetback mountain dew,1
2304,ur waitin line store 40 cant speak english yeah,1
2305,might tweet spanish day pull little wetback,1
2306,secure thine vehicles wetback else vaulting dint true motor vehicle galloon hoqhkx,0
2307,never early spm,0
2308,bill kristol wetback prostitute rino gop need followers start new party,1
2309,bill kristol wetback prostitute rino gop need followers start new party weekly,1
2310,youre lucky left early,0
2311,im wetback,1
2312,r u mad wetback\,1
2313,chingate,0
2314,dont waa eat though,0
2315,kill u,1
2316,chicken cross road,0
2317,420 gunna come little early,0
2318,bitch wetback,1
2319,sudden wetback,1
2320,one fucking obama lets wetbacks musliam stop obama made country weak,1
2321,whats almost cool watching eagles beat wetbacks checking civil discord tailgate game,1
2322,youre moving weed wetbacks,1
2323,compare wetbacks yeah,1
2324,wake fuck people fucking barbaric niggers radical goat fuckers wetbacks taking country,1
2325,added video playlist,0
2326,mel gibson told ex wife hope gets raped pack niggers wetbacks even said physically abusive,1
2327,us wetbacks got ta unite „ ¢a€,1
2328,terrorists wetbacks scene trump towers nobody gives shit,1
2329,mom told fist fought 40yo man 6 bc called family wetbacks guy actually left unconscious,1
2330,feel dont know brown black man struggle quick call us wetbacks amp niggers say bad,1
2331,bet theyre texting calling us wetbacks beaners rn lmao,1
2332,alien protesters whites paid gather outside rally michigan,1
2333,give mexico millions greenbacks give us millions wetbacks trump take foreign aid money,1
2334,good bye free loading wetbacks,0
2335,nigga gets angry „ ¢a€aa „ ¢a€a dont fuck wetbacks,1
2336,today wetbacks tomorrow jews,1
2337,wetbacks pisssed,1
2338,lmfao wetbacks try correct say mine „ ¢a€aa „ ¢a€aa „ ¢a€a like theres l amp mom didnt forget „ ¢a€aª,1
2339,gigs hollers wetbacks unfriendly razzed flopping cicada cecil,1
2340,wetbacks beat philly week nfc east champions results matter,0
2341,wetbacks threat weather fucking fool,1
2342,black people race call mexicans wetbacks race funk sight,1
2343,imaginewith trump poorch mooches vote living might get hungry enough take jobs wetbacks leave heading south,1
2344,wait wetbacks fan people actually saying things,0
2345,nbc news southern border surge illegals new normal,1
2346,wetbacks sold kirk cousins remain undecided value,1
2347,funny seeing spics beaners call racists names shit fuck em wetbacks,1
2348,lol guess overlooked cardinals wetbacks,1
2349,dont need wetbacks pick fruit vegetables pay americans pay decently,1
2350,dont apologize bruh fuck wetbacks,1
2351,last night proved black people multi racial coalitions fuck wetbacks spics camel jockeys chinks,1
2352,really need yard work badly rino rubio flooding america wetbacks,1
2353,columbia winneryes wait remember trump said wetbacks hes anymorefuck take back,1
2354,thought wetbacks injuns,0
2355,see privacy living around wetbacks,1
2356,called wetbacks ohhhhh shit,1
2357,people wonder others call spanish people spicks wetbacks etc,1
2358,know still win division winning last 2 weeks dont see wetbacks number better team,1
2359,ye ask wetbacks picking vegies 4 bucks day,1
2360,go home wetbacks,1
2361,victims latin hisp wetbacks latin support win trump find truth,1
2362,called wetbacks evert name book without repercussions doesnt matter donto james told people owned,1
2363,becomes fuhrer use cannon repatriate mexican wetbacks,1
2364,every wetbacks fan needs cardinals fan tonight,0
2365,estos wetbacks „ ¢a€a „ ¢a€a „ ¢a€,1
2366,love mexican food doesnt mean want country full wetbacks,1
2367,many niggers jews wetbacks twitter hopefully donald trump ban,1
2368,yeah know wetbacks still mow lawn 50,0
2369,mexican wetbacks like oraleeee,1
2370,thing egg whites add fuckload sugar make meringues,1
2371,yeah ill take word guy said whites devils lmao,0
2372,someone tells like egg whites lying damn teeth,0
2373,antiwhites get exposed always go full retard,1
2374,whites scourge earth scene real life know lone black male citizen would take,1
2375,ya a€ ” aˆall egg whites gross taste like nothing,0
2376,dont thats baggage fwiw us white folk get tired attacked calling whites privilege,1
2377,dont forget egg whites,0
2378,obama elected majority whites plays race card guess stupidity exposed cry baby cry,0
2379,lol yes lists also show whites killed police blacks,0
2380,genetic castes exist white society already important enough think lumping whites together=dumb,0
2381,tell total opposite gv whites crying saying world got even called monkey,0
2382,egg whites turkey sausage water egg whites turkey sausage water egg whites turkey sausage water egg whites turkey sausage water egg whites,0
2383,apologise jenicei see 2 whites ten,0
2384,theres lot kidding whole system built keeping poc whites „ ¢aªa€ ”,0
2385,blacks dont history oppressing whites however,0
2386,trust white man hates racist hates whites ceo moron,0
2387,well got cause wanted white ones think whites would get fucked gucci,1
2388,actually see beautiful pearly whites minea „ ¢a€a ’ „ ¢aˆa›,0
2389,ckeck twitter tweeten sweetie pies show michelle employe racist raised whites n dont cook,0
2390,12 yes point regardless whether clear whites protected,0
2391,antiwhites make excuse excuse justify forcing white kids,1
2392,im trying connect whites,0
2393,sometimes hate white bc whites people r crazy af,0
2394,2 whites asked thing majority mass shootings committed american white males,1
2395,amanthinketh whitegenocide whites best got ta give credit due blame problems,0
2396,whites amp asians dona a€ ” aˆt apply position university youa a€ ” aˆre allowed,0
2397,massapequa gives detentions amount times dj khalid egg whites sausage water breakfast,0
